processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBGCR2962-19	LT599485	9672099	MTD-T 7255		Mined from GenBank, NCBI		BOLD:ADW6275	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			279929	Chelonoidis	758640	Chelonoidis denticulatus																																														
GBGCR3080-19	MF432831	9672217	NBFGR-NIG11		Mined from GenBank, NCBI		BOLD:AAX6376	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	499955	Nilssonia gangetica																																														
GBGCR3142-19	MG912831	9672279			Mined from GenBank, NCBI		BOLD:AAW3604	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			279929	Chelonoidis	922142	Chelonoidis duncanensis																																														
GBGCR3169-19	MG728249	9672306	RCT396		Mined from GenBank, NCBI		BOLD:ACH6956	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	473440	Graptemys geographica					LE SUEUR 1817																																									
GBGCR3212-19	MG383833	9672349			Mined from GenBank, NCBI		BOLD:ACA9031	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	499956	Nilssonia nigricans					ANDERSON 1875																																									
GBMNA11666-19	FR694649	9628664		FR694649	Mined from GenBank, NCBI		BOLD:AAB8364	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta					LINNAEUS 1758																				39.4201	23.1104	Coordinates from country centroid						Greece													
GBMNA11725-19	HQ709384	9628723		HQ709384	Mined from GenBank, NCBI		BOLD:AAX9847	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	253668	Rafetus	253670	Rafetus swinhoei					GRAY 1873																																									
GBMNE55360-22	MZ046114	16351023	Soft_shell_Turtle9-T-COI-1.seq		Mined from GenBank, NCBI		BOLD:AAI3663	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	3399	Pelodiscus	28600	Pelodiscus sinensis					WIEGMANN 1835																																									
GBMNE55789-22	OP108400	16351452	RBSV011		Mined from GenBank, NCBI		BOLD:AAX2621	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191045	Pangshura	191047	Pangshura tecta																									23.8751	90.2685							Bangladesh													
GBMNF43448-22	MT181179	15409307		MT181179	Mined from GenBank, NCBI		BOLD:AAJ0518	18	Chordata	76	Reptilia	384	Testudines	34463	Chelydridae			34464	Chelydra	34465	Chelydra serpentina					LINNAEUS 1758																																									
GBMTG1354-16	NC_011573	6959727		NC_011573	Mined from GenBank, NCBI		BOLD:AAF5910	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	80310	Trachemys	80311	Trachemys scripta					SCHOEPFF 1792																																									
GBMTG1662-16	NC_014102	6960035		NC_014102	Mined from GenBank, NCBI		BOLD:AAB4448	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	28785	Cuora galbinifrons					BOURRET 1939																																									
GBMTG706-16	NC_007694	6959079		NC_007694	Mined from GenBank, NCBI		BOLD:ADX4968	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			751387	Stigmochelys	751388	Stigmochelys pardalis																																														
HWSST027-20	BALI_IBRC09060111	12340560		BALI_IBRC09060111	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Bali	Denpasar | Serangan											
HWSST072-20	KAPOPOSANG_KPP.08_PB	12340605		KAPOPOSANG_KPP.08_PB	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Sulawesi Selatan	Pulau Kapoposang											
HWSST095-20	KUPANG_PB_LTEI9	12340628		KUPANG_PB_LTEI9	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Nusa Tenggara Timur	Tuafanu											
MTD009-21	MTDT_751	14179806		MTDT_751	Senckenberg Natural History Collections Dresden, Museum of Zoology		BOLD:AAE1538	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29446	Mauremys mutica					CANTOR 1842		DNA/Tissue Vouchered Only	blood									juvenile								16.5173	105.913	Coordinates from country centroid						Vietnam													
MTD019-21	MTDT_1452	14179816		MTDT_1452	Senckenberg Natural History Collections Dresden, Museum of Zoology			18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			79003	Testudo	81514	Testudo graeca	1131683	Testudo graeca armeniaca					DNA/Tissue Vouchered Only	blood										M							40.3921	48.6346	Coordinates from country centroid						Azerbaijan													
MTD032-21	MTDT_3098	14179829		MTDT_3098	Senckenberg Natural History Collections Dresden, Museum of Zoology			18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	190961	Batagur	279935	Batagur kachuga							DNA/Tissue Vouchered Only	muscle										F							23.5863	81.173	Coordinates from country centroid						India													
MTD047-21	MTDT_4062	14179844		MTDT_4062	Senckenberg Natural History Collections Dresden, Museum of Zoology		BOLD:AAY1579	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			53183	Geochelone	190991	Geochelone platynota					BLYTH 1863		DNA/Tissue Vouchered Only	muscle																	19.9012	97.0889	Coordinates from country centroid						Myanmar													
NMNHR339-17	USNM580436	8281157	USNM:Herp:580436	USNM580436	Smithsonian Institution, National Museum of Natural History		BOLD:AAK2412	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	190967	Emydinae	191070	Terrapene	253607	Terrapene ornata					AGASSIZ 1857		Vouchered:Registered Collection																		35.0739	-98.8464							United States	Oklahoma	Kiowa		Gotebo, 1.1 mi E of, OK Route 9 at Gotebo Cemetery									
SQUAP516-16	CH 6312	7304616	CH:6312	CH 6312	Circulo Herpetologico de Panama		BOLD:AAX0379	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	34442	Kinosternon	279417	Kinosternon leucostomum			Roberto Ibanez		DUMÉRIL, BIBRON & DUMÉRIL 1851					Cesar Jaramillo, Fidel Jaramillo, Daniel Medina, Jhoana De Alba									S						9.20579	-82.472			210				Panama	Bocas Del Toro	Changuinola	Valle del Risco	Bosque Protector Palo Seco.  Rio Changuinola.  Gua									
STURT011-21	IMS-E5R-4	14288498		IMS-E5R-4	Middle East Technical University, Institute of Marine Sciences		BOLD:AAB8364	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta			Fatima Nur Ogul	Morphological	LINNAEUS 1758			Muscle		Fatima Nur Ogul							Hatchling		S	Sandy beach					36.567	34.257	GPS	10					Turkey	Mersin	North Eastern Mediterranean	Erdemli	METU-IMS beach									
ZSIVP113-19	LKS-57	9671025	LKS-57	LKS-57	Zoological Survey of India			18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191045	Pangshura																																			India													
BENT032-08	BR_CM_Lac9	967791		Lac9	University of Canberra		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas					LINNAEUS 1758														S				FAO-71										Australia	Queensland	Heron Island											
BENT078-08	BR_LO_J7019	967837		J7019	University of Canberra		BOLD:AAC1248	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea					ESCHSCHOLTZ 1829														S				FAO-71										Australia	Northern Territory												
BENT088-08	BR_ND_TF11	967847		TF11	University of Canberra		BOLD:AAC8055	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	190953	Natator	669852	Natator depressus																			S				FAO-71										Australia	Queensland												
BENT111-08	BR_Ch_CS_1	967870		Chelodina_siebenrocki	American Museum of Natural History		BOLD:AAW3594	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171555	Chelodina	171557	Chelodina oblonga					GRAY 1841														S																											
BENT114-08	BR_Tr_CE_20	967873		Cyclanorbis_elegans_20	American Museum of Natural History		BOLD:AAR5484	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190974	Cyclanorbinae	190975	Cyclanorbis	190976	Cyclanorbis elegans			Bill Mccord		GRAY 1869														S																											
BENT199-08	BR_Em_TSO_14	967958		Trachemys_ornata_14	American Museum of Natural History		BOLD:ABY7564	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	80310	Trachemys	279939	Trachemys ornata			Bill Mccord																S																											
BENT210-09	BR_Ch_AR_1	1218489		Acanthochelys_radiolata_1	American Museum of Natural History		BOLD:AAJ2870	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	171549	Acanthochelys	190956	Acanthochelys radiolata			Bill Mccord		MIKAN 1820																																									
BENT215-09	BR_Ch_CPr_1	1218494		Chelodina_pritchardi_	American Museum of Natural History		BOLD:AAW3596	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171555	Chelodina	253585	Chelodina pritchardi			Arthur Georges		RHODIN 1994																																									
BENT245-09	BR_Ch_MV_13	1218524		Mesoclemmys_vanderhaegei_13	American Museum of Natural History		BOLD:AAF2186	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	253594	Mesoclemmys	253597	Mesoclemmys vanderhaegei			Bill Mccord		BOUR 1973																																									
BENT326-09	BR_Tr_AC_709	1218605		Amyda_cartylagenea_709	American Museum of Natural History		BOLD:AAJ2258	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	190958	Amyda	190959	Amyda cartilaginea			Bill Mccord		BODDAERT 1770					Bill McCord																							Thailand													
DJIB040-17	USNM561164	7700369	USNM:Herp:561164	BSFS4538	Smithsonian Institution, National Museum of Natural History		BOLD:ADR2348	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	34442	Kinosternon	669107	Kinosternon subrubrum																									35.8042	-76.1081							United States	North Carolina			Frying Pan Landing									
EANAH945-12	MVZ Herp 137744	2729076	137744		University of California, Berkeley, Museum of Vertebrate Zoology		BOLD:ACI2112	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	486793	Deirochelys	486794	Deirochelys reticularia					LATREILLE 1801					W. S. Birkhead, T. C. Scanlon															34.048	-78.039							United States	North Carolina	Brunswick County		NE of Boling Spring Lake									
GBGC0195-06	AF348265	472255			Mined from GenBank, NCBI		BOLD:AAB4447	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	28785	Cuora galbinifrons					BOURRET 1939																																									
GBGC0808-06	AY337350	481805	MVZ 178059	AY337350	Mined from GenBank, NCBI		BOLD:AAJ1679	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29438	Mauremys leprosa					SCHWEIGGER 1812																				28.6876	-8.81721	Coordinates from country centroid						Morocco													
GBGC0810-06	AY337352	481807	MVZ 230212	AY337352	Mined from GenBank, NCBI		BOLD:AAX3010	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29437	Mauremys rivulata					VALENCIENNES 1833																				38.9321	35.5689	Coordinates from country centroid						Turkey													
GBGC10646-13	JN416998	3575186	AUTK19		Mined from GenBank, NCBI		BOLD:AAF6774	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190974	Cyclanorbinae	191025	Lissemys	191026	Lissemys punctata	499957	Lissemys punctata andersoni								K.C. Das															23.31	91.31							India													
GBGC11127-13	JN714188	3587731	JN714188	JN714188	Mined from GenBank, NCBI		BOLD:AAX4497	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191031	Melanochelys	191032	Melanochelys trijuga					SCHWEIGGER 1812																																									
GBGC11206-13	HQ329750	3602330	AMCC:157838		Mined from GenBank, NCBI		BOLD:AAW3605	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			279929	Chelonoidis	758640	Chelonoidis denticulatus																																														
GBGC11223-13	HQ329733	3602347	AMCC:183069		Mined from GenBank, NCBI		BOLD:AAX1340	18	Chordata	76	Reptilia	384	Testudines	1110	Pelomedusidae			171538	Pelusios	253649	Pelusios niger					DUMÉRIL & BIBRON 1835																																									
GBGC11235-13	HQ329721	3602359	HQ329721	HQ329721	Mined from GenBank, NCBI		BOLD:AAX0359	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	34442	Kinosternon	253623	Kinosternon arizonense																																	United States	Arizona	Arizona,Maricopa Co., Tempe											
GBGC11269-13	HQ329647	3602393	HQ329647	HQ329647	Mined from GenBank, NCBI		BOLD:AAY2298	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	191005	Graptemys caglei					HAYNES & MCKOWN 1974																																									
GBGC11394-13	KC750821	3611740	KC750821	KC750821	Mined from GenBank, NCBI		BOLD:ADR2348	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	34442	Kinosternon	669107	Kinosternon subrubrum										M. Dorcas															38.8208	-96.3316	Coordinates from country centroid						United States													
GBGC12008-13	JQ844545	3643469	GRKORP0000100176		Mined from GenBank, NCBI		BOLD:AAI3663	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	3399	Pelodiscus	28600	Pelodiscus sinensis					WIEGMANN 1835																																									
GBGC15308-19	MH700862	10865572	GGNPR093		Mined from GenBank, NCBI		BOLD:AAX1351	18	Chordata	76	Reptilia	384	Testudines	1110	Pelomedusidae			171538	Pelusios	253644	Pelusios castaneus					SCHWEIGGER 1812																				9.61029	8.14771	Coordinates from country centroid						Nigeria													
GBGC16129-19	KY776436	10866393		KY776436	Mined from GenBank, NCBI		BOLD:AEB0876	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171559	Elseya	965455	Elseya sp. XZ-2018a																																														
GBGC16132-19	KY776439	10866396		KY776439	Mined from GenBank, NCBI		BOLD:AAC7649	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171559	Elseya	965456	Elseya sp. XZ-2018b																																														
GBGC19775-19	NC_041283	10870039		NC_041283	Mined from GenBank, NCBI		BOLD:ACH4511	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171559	Elseya	253591	Elseya lavarackorum					WHITE & ARCHER 1994																																									
GBGC3673-07	EF011470	649818	EF011470		Mined from GenBank, NCBI		BOLD:AAE3190	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	28768	Cuora mccordi					ERNST 1988																																									
GBGC3828-07	AY962573	655845	AY962573		Mined from GenBank, NCBI		BOLD:AAI3663	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	3399	Pelodiscus	28600	Pelodiscus sinensis					WIEGMANN 1835																																									
GBGCR1009-15	KM216749	6166740		KM216749	Mined from GenBank, NCBI		BOLD:AAF5910	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	80310	Trachemys	80311	Trachemys scripta	717355	Trachemys scripta scripta																					taxon:365635																							
GBGCR177-10	GU563917	1528298	GU563917		Mined from GenBank, NCBI		BOLD:AAJ1832	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			82179	Manouria	82180	Manouria emys					SCHLEGEL & MÜLLER 1844																																									
GBGCR1897-18	KU923752	8769663		KU923752	Mined from GenBank, NCBI		BOLD:AAB8364	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta					LINNAEUS 1758																																									
GBGCR1966-18	KP752000	8769732		KP752000	Mined from GenBank, NCBI		BOLD:ADM4431	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29446	Mauremys mutica					CANTOR 1842																				38.0733	104.691	Coordinates from country centroid						China													
GBGCR1995-18	KR610438	8769761		KR610438	Mined from GenBank, NCBI		BOLD:ADM5085	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			191000	Gopherus	853066	Gopherus evgoodei																									23.8744	-101.554	Coordinates from country centroid						Mexico		Sinaloa											
GBGCR2733-19	EF011409	9671870			Mined from GenBank, NCBI		BOLD:ADC5847	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	29443	Cuora trifasciata					BELL 1825																																									
GBGCR2739-19	EF011416	9671876	tissue sample HBS41891, H. B. Shaffer, U. California, Davis		Mined from GenBank, NCBI		BOLD:ADC5847	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	29443	Cuora trifasciata					BELL 1825																																									
GBGCR2753-19	KC129163	9671890	AS09MT04		Mined from GenBank, NCBI		BOLD:AAF1292	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29445	Mauremys reevesii																																														
