processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
MTD067-21	MTDT_5237	14179864		MTDT_5237	Senckenberg Natural History Collections Dresden, Museum of Zoology		BOLD:ADC6417	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			79003	Testudo	81514	Testudo graeca	1131695	Testudo graeca marokkensis					DNA/Tissue Vouchered Only	blood																	28.6876	-8.81721	Coordinates from country centroid						Morocco													
MTD072-21	MTDT_5499	14179869		MTDT_5499	Senckenberg Natural History Collections Dresden, Museum of Zoology		BOLD:ADW0466	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			191019	Kinixys	1131701	Kinixys zombensis	1131707	Kinixys zombensis zombensis					DNA/Tissue Vouchered Only	muscle																	-28.5536	24.7525	Coordinates from country centroid						South Africa													
MTD098-21	MTDT_7468	14179895		MTDT_7468	Senckenberg Natural History Collections Dresden, Museum of Zoology		BOLD:AEN1464	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			191019	Kinixys	1131705	Kinixys erosa							DNA/Tissue Vouchered Only	DNA																	7.9453	-1.21923	Coordinates from country centroid						Ghana													
BENT017-08	BR_CM_448	967776		448	American Museum of Natural History		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas					LINNAEUS 1758												A	F	S				FAO-31										United States	Florida												
BENT039-08	BR_DC_46	967798		46	University of Canberra		BOLD:AAB9663	18	Chordata	76	Reptilia	384	Testudines	52058	Dermochelyidae			52059	Dermochelys	52060	Dermochelys coriacea					VANDELLI 1761														S				FAO-81										Australia	New South Wales												
BENT051-08	BR_EI_2712	967810		2712	American Museum of Natural History		BOLD:AAL5696	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158930	Eretmochelys	158931	Eretmochelys imbricata					(LINNAEUS) 1766														S				FAO-31										Puerto Rico													
BENT059-08	BR_EI_65	967818		65	University of Canberra		BOLD:ACE8206	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158930	Eretmochelys	158931	Eretmochelys imbricata					(LINNAEUS) 1766														S				FAO-71										Australia	Queensland												
BENT087-08	BR_ND_17	967846		ND17	University of Canberra		BOLD:AAC8055	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	190953	Natator	669852	Natator depressus																			S				FAO-71										Australia	Queensland												
BENT115-08	BR_Tr_CS_21BC	967874		Cyclanorbis_senegalensis_21BC	American Museum of Natural History		BOLD:AAI9510	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190974	Cyclanorbinae	190975	Cyclanorbis	190977	Cyclanorbis senegalensis			Bill Mccord		DUMÉRIL & BIBRON 1835														S																											
BENT147-08	BR_Ge_HT_1	967906	AMNH:AMCC:166659		American Museum of Natural History		BOLD:AAY2055	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191011	Hardella	191012	Hardella thurjii					GRAY 1831																																									
BENT181-08	BR_Em_PG_10	967940		Pseudemys_gorzugi_10	American Museum of Natural History		BOLD:AAX8273	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191056	Pseudemys	191058	Pseudemys gorzugi			Bill Mccord		WARD 1984														S																											
BENT247-09	BR_Ch_PG_1	1218526		Phrynops_geoffreanus_	American Museum of Natural History		BOLD:AAY1119	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	171545	Phrynops	171548	Phrynops geoffroanus			Bill Mccord		SCHWEIGGER 1812					Bill McCord																							Venezuela	Bolivar												
BENT332-09	BR_Tr_NH_715	1218611		Nilssonia_hurum_715	American Museum of Natural History		BOLD:AAG3813	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	253667	Nilssonia hurum			Bill Mccord		GRAY 1831					Bill McCord																							Bangladesh				Dacca market									
CMMX024-20	17_CBGIPN_FC_1004	12515835		NC1004	Instituto Politecnico Nacional, Centro de Biotecnologia Genomica		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas			Miguel Angel Reyes Lopez	Taxonomy	LINNAEUS 1758			Blood		Alan A. Zavala-Norzagaray; Catherine E. Hart			Morning			Skin biopsy	Juvenil		S	Marino/terrestre.					21.3139	-106.268	Gloogle Maps						Mexico	Nayarit	Isla Cleofas, Tres Marias	Nayarit	Isla Cleofas									
CYTC4100-12	AF069423	2780108		AF069423	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	5587	Chrysemys	30442	Chrysemys picta					SCHNEIDER 1783																			Chrysemys picta																						
CYTC5514-12	JX454983	2781522		JX454983	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta					LINNAEUS 1758																			Caretta caretta																						
EANAH784-12	ROM Herps 20923	2593302	20923		Royal Ontario Museum		BOLD:AAX7439	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	190967	Emydinae	279927	Emydoidea	279928	Emydoidea blandingii					HOLBROOK 1838					MacCulloch, R.														1	42.593	-80.448							Canada	Ontario	Haldimand-Norfolk	South Walshingham Township: Long Point causeway										
EANAH835-12	ROM Herps 23296	2593353	23296		Royal Ontario Museum		BOLD:AAY1036	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	190967	Emydinae	190968	Glyptemys	190999	Glyptemys muhlenbergii					SCHOEPFF 1801																			1											Exception - Zoological Park	Pet Trade Specimen										
GBGC0876-06	AY357756	482335	YPM R 14076		Mined from GenBank, NCBI		BOLD:AAB4449	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	28785	Cuora galbinifrons					BOURRET 1939																																									
GBGC0878-06	AY357758	482337	YPM R 14075		Mined from GenBank, NCBI		BOLD:AAB4449	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	28785	Cuora galbinifrons					BOURRET 1939																																									
GBGC0955-06	AY590457	486665	MVZ 230513		Mined from GenBank, NCBI		BOLD:AAB3006	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5631	Cuora	28767	Cuora pani					SONG 1984																																									
GBGC10433-12	GQ867681	2973645	2009-SQ-007	GQ867681	Mined from GenBank, NCBI		BOLD:AAI0977	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191065	Sacalia	191067	Sacalia quadriocellata					SIEBENROCK 1903																			Sacalia quadriocellata																						
GBGC10445-12	AY283243	2973657		AY283243	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	171545	Phrynops	171548	Phrynops geoffroanus	505885	Phrynops geoffroanus geoffroanus																						Phrynops geoffroanus geoffroanus																						
GBGC11247-13	HQ329709	3602371	UF:150088		Mined from GenBank, NCBI		BOLD:AAX0360	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	34442	Kinosternon	253622	Kinosternon angustipons					LEGLER 1965																												Panama	Bocas Del Toro	Bocas Del Toro,Rio San San at mouth											
GBGC11248-13	HQ329708	3602372	UF:99877		Mined from GenBank, NCBI		BOLD:AAX0361	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	34442	Kinosternon	253621	Kinosternon alamosae					BERRY & LEGLER 1980																												Mexico	Sonora	Sonora,Presa La Noria, 1 Mi S. Alamos Highway											
GBGC11278-13	HQ329638	3602402	HQ329638	HQ329638	Mined from GenBank, NCBI		BOLD:AAW3588	18	Chordata	76	Reptilia	384	Testudines	34463	Chelydridae			34464	Chelydra	669850	Chelydra rossignonii																																														
GBGC11286-13	HQ329630	3602410	HQ329630	HQ329630	Mined from GenBank, NCBI		BOLD:AAX3999	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	253594	Mesoclemmys	253596	Mesoclemmys tuberculata																																														
GBGC11485-13	KC311382	3623906	AUTK29		Mined from GenBank, NCBI		BOLD:AAJ2258	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	190958	Amyda	190959	Amyda cartilaginea					BODDAERT 1770					K. C. Das															23.36	93							India													
GBGC11487-13	KC311380	3623908	AUTK16		Mined from GenBank, NCBI		BOLD:AAG3813	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	191035	Nilssonia	253667	Nilssonia hurum					GRAY 1831					S. Kundu															23.31	91.31							India													
GBGC11760-13	FR874839	3635430	USNM:FN253288		Mined from GenBank, NCBI		BOLD:AAI0549	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	80310	Trachemys	279938	Trachemys emolli																																	Honduras	Choluteca	El Faro											
GBGC11797-13	JX049140	3636818	AUTK109		Mined from GenBank, NCBI		BOLD:ADC6526	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			78992	Indotestudo	78993	Indotestudo forstenii					SCHLEGEL & MÜLLER 1844					S. Kundu															23.36	93							India													
GBGC19781-19	NC_041289	10870045		NC_041289	Mined from GenBank, NCBI		BOLD:AAC7650	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171559	Elseya	190981	Elseya novaeguineae					MEYER 1874																																									
GBGCR1965-18	KP751999	8769731		KP751999	Mined from GenBank, NCBI		BOLD:ADM4431	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29446	Mauremys mutica					CANTOR 1842																				38.0733	104.691	Coordinates from country centroid						China													
GBGCR1999-18	KP268858	8769765	T28	KP268858	Mined from GenBank, NCBI		BOLD:AAF2785	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			78992	Indotestudo	78994	Indotestudo elongata					BLYTH 1854																				23.75	92.85							India													
GBGCR2681-19	JN188834	9671818	UC<AUS>:AA042626		Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171559	Elseya	253589	Elseya branderhorsti																																														
GBGCR2703-19	AY283248	9671840			Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	171545	Phrynops	191054	Phrynops williamsi					RHODIN & MITTERMAIER 1983																																									
GBGCR2726-19	HQ329693	9671863	AMCC:166663		Mined from GenBank, NCBI		BOLD:AAW9039	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191041	Orlitia	191042	Orlitia borneensis					GRAY 1873																																									
GBGCR2814-19	HQ329767	9671951	AMCC:157845		Mined from GenBank, NCBI		BOLD:AAX9872	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			191060	Pyxis	253662	Pyxis planicauda					GRANDIDIER 1867																																									
GBGCR2908-19	KP751965	9672045			Mined from GenBank, NCBI		BOLD:AAE1538	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29446	Mauremys mutica					CANTOR 1842																				38.0733	104.691	Coordinates from country centroid						China													
GBGCR3050-19	MF432801	9672187	NBFGR-KSM2		Mined from GenBank, NCBI		BOLD:AAX2622	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191045	Pangshura	191046	Pangshura smithii																																														
GBGCR3119-19	MG912808	9672256	CAS8342		Mined from GenBank, NCBI		BOLD:AAW3604	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			279929	Chelonoidis	922142	Chelonoidis duncanensis																																														
GBGCR3128-19	MG912817	9672265	CAS8372		Mined from GenBank, NCBI		BOLD:AAW3604	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			279929	Chelonoidis	922142	Chelonoidis duncanensis																																														
GBGCR3133-19	MG912822	9672270			Mined from GenBank, NCBI		BOLD:AAW3604	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			279929	Chelonoidis	922142	Chelonoidis duncanensis																																														
GBGCR3156-19	MG728236	9672293	RCT431		Mined from GenBank, NCBI		BOLD:AAY2298	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	191002	Deirochelyinae	191003	Graptemys	191005	Graptemys caglei					HAYNES & MCKOWN 1974																																									
GBMNA11685-19	JQ277464	9628683		JQ277464	Mined from GenBank, NCBI		BOLD:AAR5487	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	164068	Cyclemys																																																
GBMNA11711-19	DQ080041	9628709		DQ080041	Mined from GenBank, NCBI		BOLD:ADX4968	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			751387	Stigmochelys	751388	Stigmochelys pardalis																																														
GBMNA18853-19	AY687385	9636361		AY687385	Mined from GenBank, NCBI		BOLD:ADC5920	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	3399	Pelodiscus	28600	Pelodiscus sinensis					WIEGMANN 1835																																									
GBMNB58038-20	MH157789	11652381		MH157789	Mined from GenBank, NCBI		BOLD:AAX4361	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191033	Morenia	191034	Morenia petersi					ANDERSON 1879																												India													
GBMNE55339-22	MZ046093	16351002	Soft_shell_turtle4-T-COI-4.seq		Mined from GenBank, NCBI		BOLD:AAI3663	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	3399	Pelodiscus	28600	Pelodiscus sinensis					WIEGMANN 1835																																									
GBMTG2509-16	NC_016685	6960882		NC_016685	Mined from GenBank, NCBI		BOLD:AAJ1757	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29436	Mauremys sinensis																																														
GBMTG4045-16	NC_026047	6962418		NC_026047	Mined from GenBank, NCBI		BOLD:AAI9276	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171559	Elseya	253589	Elseya branderhorsti																																														
GBMTG5656-16	NC_029183	6968888		NC_029183	Mined from GenBank, NCBI		BOLD:AAX3010	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	5702	Mauremys	29437	Mauremys rivulata					VALENCIENNES 1833																																									
GTICO085-18	BcT_CVC26	9562063		T2081	Centro de Educacion Ambiental San Emigdio		BOLD:ADY3483	18	Chordata	76	Reptilia	384	Testudines	171533	Podocnemididae			171536	Podocnemis	191055	Podocnemis unifilis					TROSCHEL 1848									Decomiso por trafico de fauna					S														Colombia	Valle del Cauca	Cali	Cali										
HWSST007-20	ACEH_IBRC09040306	12340540		ACEH_IBRC09040306	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Aceh	Aceh Besar											
HWSST019-20	BALI_IBRC09060102	12340552		BALI_IBRC09060102	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Bali	Denpasar | Serangan											
HWSST024-20	BALI_IBRC09060107	12340557		BALI_IBRC09060107	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Bali	Denpasar | Serangan											
HWSST036-20	BALI_IBRC09060121	12340569		BALI_IBRC09060121	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Bali	Denpasar | Serangan											
HWSST037-20	BALI_IBRC09060122	12340570		BALI_IBRC09060122	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Bali	Denpasar | Serangan											
HWSST041-20	BALI_IBRC09060126	12340574		BALI_IBRC09060126	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Bali	Denpasar | Serangan											
HWSST058-20	JATIM_IBRC090714	12340591		JATIM_IBRC090714	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Jawa Timur	Trenggalek | Kili-kili											
HWSST059-20	JATIM_IBRC090715	12340592		JATIM_IBRC090715	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Jawa Timur	Trenggalek | Kili-kili											
HWSST113-20	PADANG_2315925_PDG06	12340646		PADANG_2315925_PDG06	Institut Pertanian Bogor University			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158934	Lepidochelys	158935	Lepidochelys olivacea				DNA non barcoding	ESCHSCHOLTZ 1829											Tissue Sampling																	Indonesia	Riau	Padang | Pariaman											
MTD037-21	MTDT_3125	14179834		MTDT_3125	Senckenberg Natural History Collections Dresden, Museum of Zoology			18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191045	Pangshura	191046	Pangshura smithii	1131690	Pangshura smithii smithii					DNA/Tissue Vouchered Only	muscle										F							23.5863	81.173	Coordinates from country centroid						India													
MTD041-21	MTDT_3155	14179838		MTDT_3155	Senckenberg Natural History Collections Dresden, Museum of Zoology		BOLD:AAY2055	18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191011	Hardella	191012	Hardella thurjii	922141	Hardella thurjii thurjii					DNA/Tissue Vouchered Only	muscle										F							23.6737	90.4321	Coordinates from country centroid						Bangladesh													
MTD051-21	MTDT_4101	14179848		MTDT_4101	Senckenberg Natural History Collections Dresden, Museum of Zoology		BOLD:ADC6417	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			79003	Testudo	81514	Testudo graeca	1131694	Testudo graeca graeca					DNA/Tissue Vouchered Only	blood																	28.351	2.65585	Coordinates from country centroid						Algeria													
MTD094-21	MTDT_6364	14179891		MTDT_6364	Senckenberg Natural History Collections Dresden, Museum of Zoology		BOLD:AAX0351	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			191019	Kinixys	191020	Kinixys homeana					BELL 1827		DNA/Tissue Vouchered Only	muscle										F							6.29417	12.9485	Coordinates from country centroid						Cameroon													
STURT034-21	IMS-E12R-14	14290081		IMS-E12R-14	Middle East Technical University, Institute of Marine Sciences			18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757231	Carettinae	158932	Caretta	158933	Caretta caretta			Fatima Nur Ogul	Morphological	LINNAEUS 1758			Muscle		Fatima Nur Ogul							Hatchling		S	Sandy beach					36.57	34.259	GPS	10					Turkey	Mersin	North Eastern Mediterranean	Erdemli	METU-IMS beach									
BENT121-08	BR_Ch_ENG_74	967880		Elseya_novaeguineae_74	American Museum of Natural History		BOLD:AAC7648	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171559	Elseya	190981	Elseya novaeguineae			Bill Mccord		MEYER 1874														S																											
BENT178-08	BR_Ch_PW_34	967937		Phrynops_williamsi_34	American Museum of Natural History			18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	171545	Phrynops	191054	Phrynops williamsi			Bill Mccord		RHODIN & MITTERMAIER 1983														S																											
BENT248-09	BR_Ch_PU_1	1218527		Pseudemydura_umbrina_	American Museum of Natural History		BOLD:AAX8271	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757233	Chelodininae	171571	Pseudemydura	171572	Pseudemydura umbrina			Claire Stevenson		SIEBENROCK 1901																																									
BENT308-09	BR_Te_AR_1	1218587	AMNH:AMCC:106882		American Museum of Natural History		BOLD:AAJ9710	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			253652	Astrochelys	253653	Astrochelys radiata					SHAW 1802																												Madagascar													
CMMX002-20	18_CBGIPN_FC_0702	12515234		RN0702	Instituto Politecnico Nacional, Centro de Biotecnologia Genomica		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas			Miguel Angel Reyes Lopez	Taxonomy	LINNAEUS 1758					Fatima Yedith Camacho-Sanchez; H. Hugo Acosta Sanchez			Early morning		89670	Cevical blood sample	Adult	M		Marino/terrestre.					23.2275	-97.7685							Mexico	Tamaulipas	The Gulf of Mexico	Tamaulipas	Rancho Nuevo Sanctuary									
CMMX010-20	18_CBGIPN_FC_0710	12515314		RN0710	Instituto Politecnico Nacional, Centro de Biotecnologia Genomica		BOLD:AAB2931	18	Chordata	76	Reptilia	384	Testudines	1116	Cheloniidae	757234	Cheloniinae	5598	Chelonia	26699	Chelonia mydas			Miguel Angel Reyes Lopez	Taxonomy	LINNAEUS 1758					Fatima Yedith Camacho-Sanchez; H. Hugo Acosta Sanchez			Early morning		89670	Cevical blood sample	Adult	F	S	Marino/terrestre.					23.2275	-97.7685	Gloogle Maps						Mexico	Tamaulipas	The Gulf of Mexico	Tamaulipas	Rancho Nuevo Sanctuary									
CYTC4830-12	GU320209	2780838		GU320209	Mined from GenBank, NCBI			18	Chordata	76	Reptilia	384	Testudines	152912	Geoemydidae	190995	Geoemydinae	191065	Sacalia	191067	Sacalia quadriocellata					SIEBENROCK 1903																			Sacalia quadriocellata																						
DJIB046-17	USNM326482	7700375	USNM:Herp:326482	USNM-FS 188144	Smithsonian Institution, National Museum of Natural History		BOLD:ACV6817	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	253635	Sternotherus	473398	Sternotherus odoratus					LATREILLE 1802																				39.0508	-76.8022							United States	Maryland			Patuxent Wildlife Research Center, Hance Pond II									
EANAH1049-13	BIOUG-EAC019	3134339		1			BOLD:ABX2988	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	302309	Apalone	473413	Apalone spinifera			E. Anne Chambers		LE SUEUR 1827																			Unknown origin: individual seized from Toronto restaurant by MNR														2370324|2370323	http://www.boldsystems.org/pics/EANAH/IMG_1846+1358967064.JPG|http://www.boldsystems.org/pics/EANAH/IMG_1845+1358967052.JPG	Ventral|Dorsal	BIOUG-EAC019; Ventral view|BIOUG-EAC019; Dorsal view	|	2013|2013	CreativeCommons - Attribution|CreativeCommons - Attribution	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	E. Anne Chambers|E. Anne Chambers
EANAH803-12	ROM Herps 23154	2593321	23154		Royal Ontario Museum		BOLD:ABX2988	18	Chordata	76	Reptilia	384	Testudines	1113	Trionychidae	190957	Trionychinae	302309	Apalone	473413	Apalone spinifera					LE SUEUR 1827																			1												No Further Data										
EANAH847-12	ROM Herps 23339	2593365	23339		Royal Ontario Museum		BOLD:AAR9512	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae			190972	Clemmys	190973	Clemmys guttata					SCHNEIDER 1792					MacCulloch, R.														1									Canada	Ontario	Haldimand-Norfolk											
GBGC10421-12	GQ867677	2973633	2009-PM-009	GQ867677	Mined from GenBank, NCBI		BOLD:ACB4635	18	Chordata	76	Reptilia	384	Testudines	280768	Platysternidae			81756	Platysternon	81757	Platysternon megacephalum					GRAY 1831																			Platysternon megacephalum																						
GBGC11194-13	HQ329762	3602318	KU:290452		Mined from GenBank, NCBI		BOLD:AAX0351	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			191019	Kinixys	191020	Kinixys homeana					BELL 1827																																									
GBGC11198-13	HQ329758	3602322	HQ329758	HQ329758	Mined from GenBank, NCBI		BOLD:AAE3300	18	Chordata	76	Reptilia	384	Testudines	53182	Testudinidae			191000	Gopherus	253657	Gopherus flavomarginatus					LEGLER 1959																				38.8208	-96.3316	Coordinates from country centroid						United States		El Paso Zoo											
GBGC11218-13	HQ329738	3602342	AMCC:183088		Mined from GenBank, NCBI		BOLD:AAF2767	18	Chordata	76	Reptilia	384	Testudines	171533	Podocnemididae			171540	Erymnochelys	171541	Erymnochelys madagascariensis					GRANDIDIER 1867																																									
GBGC11227-13	HQ329729	3602351	AMCC:183067		Mined from GenBank, NCBI		BOLD:AAX1351	18	Chordata	76	Reptilia	384	Testudines	1110	Pelomedusidae			171538	Pelusios	253641	Pelusios chapini					LAURENT 1965																																									
GBGC11249-13	HQ329707	3602373	UTA:21033		Mined from GenBank, NCBI		BOLD:AAI7975	18	Chordata	76	Reptilia	384	Testudines	34441	Kinosternidae	191021	Kinosterninae	34442	Kinosternon	191022	Kinosternon acutum					GRAY 1831																												Guatemala	Peten	Peten,Tikal											
GBGC11284-13	HQ329632	3602408	HQ329632	HQ329632	Mined from GenBank, NCBI		BOLD:AAF2187	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	253594	Mesoclemmys	253597	Mesoclemmys vanderhaegei					BOUR 1973																																									
GBGC11317-13	HQ329599	3602441	HQ329599	HQ329599	Mined from GenBank, NCBI		BOLD:AAJ0408	18	Chordata	76	Reptilia	384	Testudines	171542	Chelidae	757236	Chelinae	171553	Chelus	254061	Chelus fimbriata																									4.68212	-58.9135	Coordinates from country centroid						Guyana													
GBGC11346-13	KF059162	3609098	IverG		Mined from GenBank, NCBI		BOLD:AAK2412	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	190967	Emydinae	191070	Terrapene	253607	Terrapene ornata	669191	Terrapene ornata ornata								J. Iverson															41.62	-102.34							United States													
GBGC11349-13	KF059159	3609101	RDB151		Mined from GenBank, NCBI		BOLD:AAK2414	18	Chordata	76	Reptilia	384	Testudines	1115	Emydidae	190967	Emydinae	191070	Terrapene	191071	Terrapene carolina	669895	Terrapene carolina major								R. Birkhead															30.63	-87.91							United States													
GBGC11762-13	JX454992	3636128	JX454992	JX454992	Mined from GenBank, NCBI		BOLD:AAB9663	18	Chordata	76	Reptilia	384	Testudines	52058	Dermochelyidae			52059	Dermochelys	52060	Dermochelys coriacea					VANDELLI 1761																																									
